year,countries,region,hf_score,hf_rank,hf_quartile,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol_vdem,pf_rol,pf_ss_homicide,pf_ss_homicide_data,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_violent_data,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_fatalities_data,pf_ss_disappearances_injuries,pf_ss_disappearances_injuries_data,pf_ss_disappearances_torture,pf_ss_killings,pf_ss_disappearances,pf_ss,pf_movement_vdem_foreign,pf_movement_vdem_men,pf_movement_vdem_women,pf_movement_vdem,pf_movement_cld,pf_movement,pf_religion_freedom_vdem,pf_religion_freedom_cld,pf_religion_freedom,pf_religion_suppression,pf_religion,pf_assembly_entry,pf_assembly_freedom_house,pf_assembly_freedom_bti,pf_assembly_freedom_cld,pf_assembly_freedom,pf_assembly_parties_barriers,pf_assembly_parties_bans,pf_assembly_parties_auton,pf_assembly_parties,pf_assembly_civil,pf_assembly,pf_expression_direct_killed,pf_expression_direct_killed_data,pf_expression_direct_jailed,pf_expression_direct_jailed_data,pf_expression_direct,pf_expression_vdem_cultural,pf_expression_vdem_harass,pf_expression_vdem_gov,pf_expression_vdem_internet,pf_expression_vdem_selfcens,pf_expression_vdem,pf_expression_house,pf_expression_bti,pf_expression_cld,pf_expression,pf_identity_same_m,pf_identity_same_f,pf_identity_same,pf_identity_divorce,pf_identity_inheritance_widows,pf_identity_inheritance_daughters,pf_identity_inheritance,pf_identity_fgm,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_consumption_data,ef_government_consumption_range,ef_government_transfers,ef_government_transfers_data,ef_government_investment,ef_government_investment_data,ef_government_consumption_range,ef_government_tax_income,ef_government_tax_income_data,ef_government_tax_payroll,ef_government_tax_payroll_data,ef_government_tax,ef_government_soa,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_regulatory,ef_legal_police,ef_gender,ef_legal,ef_money_growth,ef_money_growth_data,ef_money_sd,ef_money_sd_data,ef_money_inflation,ef_money_inflation_data,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_revenue_data,ef_trade_tariffs_mean,ef_trade_tariffs_mean_data,ef_trade_tariffs_sd,ef_trade_tariffs_sd_data,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_open,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_burden,ef_regulation_business_start,ef_regulation_business_impartial,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,population
2020,Bangladesh,South Asia,5.51,139,4,1.769266199,3.787583923,3.177311438,4.303453881,2.881035655,9.302325581,2.4,0,10,0,5,9.835462967,16,9.508938044,89,2.4,1.7975,5.505985859,7.40415572,4.98,9.515,8.8375,7.7775,3.333333333,5.555416667,8.3725,3.333333333,5.852916667,8.6425,7.247708333,7.1825,5,3.333333333,3.333333333,3.888888889,7.075,8.3675,5.515,6.985833333,4.8975,5.738680556,9.633611972,2,8.18680121,12,8.910206591,3.3875,1.7725,4.91,3.89,2.2,3.232,2.5,2.222222222,3.333333333,4.039552429,0,10,5,0,,,0,10,3.75,5.23,134,9.344117647,8.23,5-10,9.713896458,1.55,6.397142857,27.61,5-10,9,25,9,25,9,6.48,8.187031392,3.147963076,3.602648627,4.308386423,4.166666667,3.285416667,0.941148344,2.666150215,4.18201685,0.764705882,2.900779066,9.187205439,4.063972806,9.545266404,1.13683399,8.8618,5.691,0,6.898567961,5.546666667,6.68,7.2,14,6.248,9.38,6.331555556,5.632251103,0,2.816125552,10,1.64345175,0,0,0.54781725,4.923874589,5,8.454052947,10,7.818017649,10,4.686972698,6.276840368,10,1.36606213,10,7.054979199,3.878718615,2.666666667,9.284288776,1.3775,6.454888116,5.123942987,4.797667527,6.556888125,5.89,139,100000
2020,Barbados,Latin America & the Caribbean,7.69,46,2,7.065630918,6.351085674,5.783257042,7.399219118,6.469631159,5.139534884,16.72,10,10,0,,10,0,10,0,8.3575,9.545,9.650416667,7.394975775,9.8125,9.89,9.7625,9.821666667,6.666666667,8.244166667,9.7525,10,9.87625,9.905,9.890625,8.4775,10,,10,10,9.5925,9.7925,9.585,9.656666667,9.1525,9.321666667,0,1,10,0,5,8.775,8.315,8.39,9.906666667,6.516666667,8.380666667,10,,10,8.345166667,0,0,0,10,,,10,10,7.5,8.17,44,7.789036384,13.51727629,10-15,6.645776567,12.81,10,14.19,10-15,8,29,3,46,5.5,6.6875,7.32446259,7.218081535,5.383916821,5.851063728,,7.7425,3.803003329,7.575837558,6.400000255,0.882352941,5.912524804,9.532349891,2.338250544,8.783836423,3.040408942,9.42,2.9,5,8.184046579,8.006666667,2.99,7.86,10.7,5.6344,10.914,7.167022222,6.557970842,6.164037566,6.361004204,10,1.64345175,0,0,0.54781725,6.018960919,8,10,10,9.333333333,8.9,2.986111243,6.366666953,8,5.683031065,10,6.989301544,3.263888757,6.888888889,9.41105289,7.4425,4.999638041,7.298552321,6.550753483,7.624462787,7.01,72,100000
2020,Belarus,Eastern Europe,5.78,126,4,3.532082626,5.749259925,4.320279301,3.536839508,2.718789632,9.308139535,2.38,10,10,0,2.5,10,0,10,0,0.2525,2.2875,6.434285714,7.871212625,2.265,8.42,8.3025,6.329166667,3.333333333,4.83125,6.0375,3.333333333,4.685416667,4.3725,4.528958333,2.84,0,2.222222222,0,0.740740741,4.4225,9.3475,7.03,6.933333333,2.705,3.304768519,10,0,0,10,5,1.55,2.565,0.3825,4.96,3.623333333,2.616166667,0,2.222222222,0,1.967677778,10,10,10,10,,,10,10,10,5.03,142,4.491176471,24.73,20-25,5.722070845,16.2,,,20-25,10,13,5,36,7.5,3.2325,5.236436829,3.689743885,5.1065833,,5,4.220916667,6.970305125,9.905503813,,0.882352941,5.473420045,8.390614186,8.04692907,9.373608771,1.565978072,8.8904,5.548,10,9.163655739,8.453333333,2.32,8.64,6.8,6.5728,8.568,7.888711111,6.151283582,9.700830159,7.92605687,10,1.64345175,1.538461538,7.006819971,3.39624442,7.3027531,2,8.971999846,9,6.657333282,10,,,10,7.755176154,1,7.188794038,,6,9.722607246,3.32,8.339497212,8.0944145,7.095303792,6.980477037,6.83,83,100000
2020,Belgium,Western Europe,8.27,21,1,8.747589373,7.621855047,6.956344568,8.422914851,7.638236874,9.505813953,1.7,10,10,0,10,10,0,10,0,9.4425,9.7925,9.890714286,9.69826412,7.8375,9.905,9.88,9.2075,6.666666667,7.937083333,9.3875,6.666666667,8.027083333,9.8525,8.939791667,7.635,10,,10,10,9.8075,9.4425,9.7275,9.659166667,9.7675,9.265416667,10,0,10,0,10,9.6975,7.5475,9.8575,9.893333333,8.92,9.183166667,10,,6.666666667,8.962458333,10,10,10,10,,,10,10,10,8.92,15,1.982352941,33.26,30-35,0.629427793,34.89,10,11.47,30-35,2,50-55,0,66-69,1,8.0125,4.324856147,7.724126091,7.240870192,7.856109142,10,8.265166667,6.532518876,4.899304649,7.602103552,1,7.515024896,7.131523521,14.3423824,9.93779718,0.15550705,9.8518,0.741,10,9.230280175,8.6,2.1,8.98,5.1,6.5116,8.721,8.030533333,5.643606187,9.981656882,7.812631535,10,10,3.846153846,5.004871408,6.283675085,8.031709988,8,6.240434127,10,8.080144709,8.9,3.746642272,5.847580433,6,10,10,7.415703784,3.50340565,7.777777778,9.784243672,9.525,7.459800675,8.4755316,7.754293229,7.750047241,7.37,46,100000
2020,Belize,Latin America & the Caribbean,7.02,73,2,4.869443243,5.232078194,3.715424591,,4.605648676,2.543604651,25.65,10,10,0,,10,0,10,0,,,10,6.271802326,,,,,3.333333333,3.333333333,,10,10,,10,,10,,10,10,,,,,,10,10,0,10,0,10,,,,,,,10,,6.666666667,8.888888889,10,10,10,10,,,10,10,10,7.59,63,4.897058824,23.35,20-25,8.431259972,6.257275902,1.888571429,43.39,20-25,9,25,,,9,,6.054222556,6.79252249,3.6903008,7.385106292,,,3.329065561,7.288231811,3.329,0.882352941,4.990466973,9.26863425,3.656828748,9.044428109,2.388929728,9.98,0.1,0,7.07326559,7.473333333,3.79,7.62,11.9,4.1452,14.637,6.412844444,4.270246823,6.089961659,5.180104241,10,1.64345175,0,0,0.54781725,5.535191484,10,4.610424923,10,8.203474974,7.766666667,4.970766307,7.986614703,8,6.546424852,10,7.545078755,3.71700128,4.666666667,8.102903294,,8.599075567,8.352229009,6.687575163,7.478709631,6.23,118,100000
2020,Benin,Sub-Saharan Africa,6.95,76,2,3.801814267,4.171493481,4.18212271,6.925368078,3.993435501,9.680232558,1.1,10,10,0,5,9.85792099,1,10,0,6.7175,8.9175,8.641845856,9.161039207,9.3675,9.8875,9.85,9.701666667,3.333333333,6.5175,9.79,10,9.895,9.305,9.6,7.9975,5,7.777777778,6.666666667,6.481481481,6.5125,9.15,7.6325,7.765,7.29,7.38349537,10,0,10,0,10,7.6125,4.6075,6.0725,9.863333333,4.543333333,6.539833333,5,6.666666667,3.333333333,6.307966667,10,10,10,7.5,,,5,9.08,7.895,7.27,74,7.544117647,14.35,10-15,9.771474636,1.338688086,9.034285714,18.38,10-15,5,40,2,54,3.5,8.715,7.712975599,5.445807557,4.949708435,4.873048013,,6.009,2.049208868,6.614473294,6.674099763,0.823529412,4.76922573,9.584226539,-2.078867307,9.461190756,1.34702311,9.3954,3.023,0,7.110204324,5.84,6.24,7.58,12.1,7.0476,7.381,6.822533333,5.131518047,5.160078759,5.145798403,10,1.64345175,0.769230769,0,0.804227507,5.693139811,10,9.751569996,5,8.250523332,7.766666667,6.12512827,7.603227297,8,7.5681075,1,6.343854956,4.537825982,4.222222222,9.67522658,7.8825,9.475695452,6.973481854,7.127825348,7.240734545,6.51,106,100000
2020,Bhutan,South Asia,6.71,86,3,,,,6.506652213,6.506652213,9.284883721,2.46,10,10,0,7.5,10,0,10,0,8.5675,7.7975,9.123571429,9.204227575,6.195,9.1575,8.8625,8.071666667,3.333333333,5.7025,5.3175,6.666666667,5.992083333,8.2075,7.099791667,6.1975,5,5.555555556,6.666666667,5.740740741,7.8375,8.13,8.2975,8.088333333,7.915,6.985393519,10,0,10,0,10,5.6425,7.33,7.1675,6.65,3.856666667,6.129333333,5,6.666666667,6.666666667,6.892533333,0,0,0,2.5,,,10,10,5.625,6.86,91,4.347058824,25.22,25-30,9.463215259,2.47,4.965714286,32.62,25-30,7,33,8,26,7.5,5.2775,6.310697674,6.503285921,6.6219292,6.156386962,,7.4475,7.365354835,6.901202527,2.460317612,0.941176471,6.025408583,8.08597851,9.570107451,9.011439822,2.471400444,8.8742,5.629,0,6.492904583,9.2,1.2,5.58,22.1,4.254,14.365,6.344666667,4.917059725,9.501185608,7.209122667,10,1.64345175,0,0,0.54781725,6.025401646,5,9.391504445,9,7.797168148,10,2.013098623,5.629298853,10,10,10,7.940399579,2.542555873,4.222222222,9.576935094,8.23,8.471277164,9.417115024,7.07668423,7.604750652,6.49,110,100000
2020,Bolivia,Latin America & the Caribbean,6.6,98,3,3.90643079,3.343479034,2.208300883,5.646702777,2.949144575,7.965116279,7,10,10,0,7.5,10,0,10,0,7.8025,7.785,9.0125,8.48880814,6.9525,8.6775,8.5475,8.059166667,3.333333333,5.69625,9.0925,6.666666667,7.879583333,8.135,8.007291667,5.9475,7.5,6.666666667,6.666666667,6.944444444,8.6475,9.9325,8.635,9.071666667,6.265,7.057152778,10,0,10,0,10,6.7425,4.6075,5.4225,8.576666667,5,6.069833333,5,6.666666667,6.666666667,6.880633333,10,10,10,10,,,7.5,10,9.375,6.92,88,5.238235294,22.19,20-25,8.836512262,4.77,0,65.7,20-25,10,13,10,13,10,5.7,5.954949511,3.130579021,2.501201578,3.233574806,4.166666667,4.041166667,4.491576292,6.75412581,2.719128927,1,3.879752471,9.683446659,1.582766705,8.604698788,3.488253031,9.8118,0.941,10,9.524986362,9.237933285,1.143100072,7.64,11.8,6.224,9.44,7.700644428,4.953167042,3.045000262,3.999083652,10,4.47632283,4.615384615,0,3.030569148,6.182574307,8,4.915024104,10,7.638341368,1.1,2.051330805,5.010523002,8,,3,3.832370761,1.851402522,3.111111111,8.343530418,4.9025,7.083851609,0,4.215399277,5.228703802,6.15,123,100000
2020,Bosnia and Herzegovina,Eastern Europe,7.35,63,2,6.069448398,4.685299388,4.634559534,6.231411415,5.066182481,9.656976744,1.18,10,10,0,5,10,0,10,0,7.435,8.575,8.715714286,9.186345515,9.86,9.17,8.4775,9.169166667,6.666666667,7.917916667,8.35,6.666666667,7.508333333,9.495,8.501666667,9.2625,7.5,6.666666667,6.666666667,6.944444444,9.4425,9.475,7.97,8.9625,8.7875,8.489236111,10,0,10,0,10,6.0125,5.525,6.0575,9.88,4.22,6.339,5,5.555555556,3.333333333,6.045577778,10,10,10,10,,,7.5,10,9.375,7.8,55,5.285294118,22.03,20-25,4.891008174,19.25,9.657142857,16.2,20-25,10,10,3,47,6.5,6.8525,6.63718903,4.129156498,3.464902645,3.750141462,,4.443,3.79305681,7.662099378,4.50204889,0.882352941,4.268155386,8.912151868,5.43924066,9.591390863,1.021522844,9.7898,-1.051,5,8.323335683,9.866666667,0.2,8.74,6.3,6.6232,8.442,8.409955556,6.187829972,9.586392009,7.887110991,10,1.64345175,3.076923077,3.336580939,2.685651922,7.245679617,10,7.392427662,10,9.130809221,5.566666667,3.105027675,7.07549731,10,7.505751282,10,7.208823822,1.835982402,4.888888889,7.261325585,2.6175,7.946743035,5.392966822,4.990567789,7.110066944,6.72,89,100000
2020,Botswana,Sub-Saharan Africa,7.44,61,2,5.303454284,5.982659741,5.787301058,7.330627701,5.656201747,5.628424156,15.0382209,10,10,0,10,10,0,10,0,8.5075,8.96,9.638214286,7.633319221,9.6575,9.525,9.4975,9.56,3.333333333,6.446666667,8.8775,6.666666667,7.772083333,8.8,8.286041667,8.4675,10,7.777777778,10,9.259259259,9.7525,9.9125,9.135,9.6,9.295,9.155439815,10,0,10,0,10,7.475,5.2725,8.3675,9.876666667,6.426666667,7.483666667,5,6.666666667,6.666666667,7.1634,10,10,10,5,,,7.5,10,8.125,7.5,69,0,43.72,40-45,8.667574932,5.39,7.817142857,22.64,40-45,9,25,9,25,9,7.6275,6.622443558,6.798060479,6.355212945,6.523018678,8.333333333,6.683666667,3.072296317,7.813293278,6.296329498,0.882352941,6.102966023,9.390679503,3.046602487,8.214226841,4.464432897,9.622,1.89,10,9.306726586,3,10.5,8.46,7.7,5.534,11.165,5.664666667,5.322795708,9.395861564,7.359328636,10,10,5.384615385,0,5.128205128,7.038050108,8,6.348923462,10,8.116307821,10,4.956746498,5.764978727,10,3.783564734,10,7.417548326,4.152344068,6.666666667,8.45690379,8.2775,9.255260633,8.654880824,7.57725933,7.703705159,7.35,49,100000
2020,Brazil,Latin America & the Caribbean,6.86,80,2,4.116395095,5.182282734,3.251057787,5.646702777,4.123448435,3.936046512,20.86,10,10,0,7.5,9.984110877,2,9.99147484,2,4.5775,4.35,8.057583674,5.996815093,8.9425,9.525,9.325,9.264166667,3.333333333,6.29875,7.6425,6.666666667,7.154583333,9.6775,8.416041667,8.03,7.5,7.777777778,10,8.425925926,9.725,9.965,9.8125,9.834166667,8.205,8.623773148,9.141205831,6,9.883248234,1,9.512227033,5.2475,4.8775,4.3425,9.01,5.476666667,5.790833333,7.5,6.666666667,6.666666667,7.22727874,10,10,10,10,,,10,10,10,7.24,76,4.520588235,24.63,20-25,5.348773842,17.57,10,13.45,20-25,8,28,2,52,5,8.1775,6.609372415,5.28536454,4.681392812,4.88869071,5.833333333,5.18275,3.331626224,8.235676985,3.854661385,1,5.161686999,8.470144886,7.649275569,9.156684124,2.108289691,9.3576,3.212,10,9.246107252,8.733333333,1.9,7.34,13.3,6.1164,9.709,7.396577778,4.03804779,7.865689956,5.951868873,10,1.64345175,2.307692308,0,1.317048019,6.166373668,5,1.090223212,7,4.363407737,2.233333333,2.927113373,5.478095213,6,7.126625477,3,4.460861233,1.136681437,6.222222222,9.423766484,5.2,5.397821235,0,4.56341523,4.4625614,6.33,114,100000
2020,Brunei Darussalam,South Asia,5.62,133,4,,,,,,9.856698935,0.492955664,10,10,0,,10,0,10,0,,,10,9.928349468,,,,,3.333333333,3.333333333,,3.333333333,3.333333333,,3.333333333,,2.5,,0,1.25,,,,,,1.25,10,0,10,0,10,,,,,,,2.5,,0,4.166666667,0,10,5,0,,,0,10,3.75,4.29,156,0,51.7,50-55,,,10,3.48,50-55,10,0,10,7,10,,6.666666667,5.625269125,5.254850465,5.534911155,8.333333333,6.666666667,4.171103526,4.802773258,6.471948623,0.705882353,4.996194222,9.791631864,1.041840681,6.501402502,8.746493745,9.612,1.94,10,8.976258591,,,9.96,0.2,9.32,1.7,9.64,5.097670555,2.337278107,3.717474331,10,,6.153846154,0,3.076923077,6.608599352,,8.669040478,10,9.334520239,10,4.906067452,7.823137442,10,10,10,8.788200816,3.887775738,8.444444444,9.812354162,,9.562695522,9.41151036,8.223756045,8.782159033,7.21,59,100000
2020,Bulgaria,Eastern Europe,7.81,41,2,5.309776179,5.382210081,4.428588313,6.893160369,5.114460473,9.654069767,1.19,10,10,0,10,10,0,10,0,7.85,9.21,9.58,9.617034884,9.69,9.42,9.5075,9.539166667,6.666666667,8.102916667,8.9675,6.666666667,7.817083333,8.925,8.371041667,7.745,10,10,6.666666667,8.888888889,9.74,9.4025,8.4375,9.193333333,8.4275,8.563680556,10,0,10,0,10,7.63,5.165,6.4775,9.89,5.273333333,6.887166667,5,5.555555556,3.333333333,6.155211111,10,10,10,7.5,,,10,10,9.375,7.9,50,4.435294118,24.92,20-25,5.945504087,15.38,9.148571429,17.98,20-25,10,10,7,35,8.5,7.925,7.190873927,5.608931104,4.713586209,4.86488541,8.333333333,5.5975,5.083931827,8.720523023,4.761523803,1,5.960526839,8.862520324,5.687398381,9.559313247,1.101716883,9.6656,1.672,10,9.521858393,8.6,2.1,8.98,5.1,6.5116,8.721,8.030533333,5.422683557,9.849468419,7.636075988,10,6.87505126,4.615384615,6.450723148,5.980386341,7.911748916,10,9.624089657,10,9.874696552,5.566666667,5.040180683,7.180484137,6,9.251725385,10,7.173176145,4.516146978,5.555555556,9.253115301,5.94,9.331401933,5.056687028,6.608817799,7.885563499,7.69,23,100000
2020,Burkina Faso,Sub-Saharan Africa,6.63,93,3,4.4189547,4.55587709,4.875804688,5.976357943,4.65518456,9.622093023,1.3,10,0,509,2.5,0,804,0.48207911,215,6.3875,9.115,4.069225587,6.845659305,7.5875,8.605,8.4525,8.215,3.333333333,5.774166667,8.5825,10,9.29125,9.285,9.288125,8.2025,7.5,5.555555556,6.666666667,6.574074074,9.8825,9.8275,8.1725,9.294166667,8.6275,8.174560185,10,0,10,0,10,8.605,7.43,8.1425,8.756666667,6.7,7.926833333,5,6.666666667,6.666666667,7.252033333,10,10,10,7.5,,,7.5,2.42,6.855,6.98,85,5.407981025,21.61286451,20-25,9.53133515,2.22,6.982857143,25.56,20-25,9,25,4,42,6.5,7.7875,7.241934664,5.01847775,3.798939181,4.623126449,3.333333333,6.247666667,2.139195153,4.822087364,5.72353363,0.823529412,4.069474799,8.723063963,6.384680187,8.776660401,3.058348996,9.623,1.885,0,6.780681091,7.693333333,3.46,7.58,12.1,7.0476,7.381,7.440311111,5.4306674,3.600912214,4.515789807,10,1.64345175,0.769230769,0,0.804227507,5.690082106,10,7.864236513,4,7.288078838,6.666666667,4.599248172,6.868846417,6,7.942244808,10,7.012834344,3.77265493,4.222222222,9.113539412,6.2175,8.932261508,6.973481854,6.538609988,6.946507723,6.15,123,100000
2020,Burundi,Sub-Saharan Africa,4.82,156,4,,,,3.442351182,3.442351182,8.226744186,6.1,0,4.507056138,119,2.5,6.364674876,25,9.141780186,11,0.225,0.3025,3.291573029,5.759158607,3.8625,5.4725,6.7625,5.365833333,3.333333333,4.349583333,9.0425,6.666666667,7.854583333,4.8375,6.346041667,0.41,0,1.111111111,0,0.37037037,5.965,5.06,5.3475,5.4575,1.64,1.969467593,10,0,0,8,5,1.6675,0.6375,0.34,6.256666667,1.1,2.000333333,0,2.222222222,0,1.844511111,0,0,0,7.5,,,,10,5.833333333,4.22,158,3.085294118,29.51,25-30,10,0.466372116,9.385714286,17.15,25-30,8,30,5,38,6.5,4.4075,6.675701681,3.736699594,3.34084893,4.307787909,,3.282,2.806518791,8.546312702,5.37234068,0.823529412,4.088940197,6.627232707,16.86383646,7.392559305,6.518601737,8.5358,7.321,10,8.138898003,8.066666667,2.9,7.44,12.8,5.136,12.16,6.880888889,4.54710126,1.142394644,2.844747952,1.721311475,0,1.538461538,0,0.512820513,2.989942207,5,0,10,5,10,5.12411356,7.445652485,8,7.755176154,10,8.054157033,4.911347628,2.444444444,9.710712412,3.55,9.756138414,7.399436259,6.295346526,6.44983452,5.67,147,100000
2020,Cabo Verde,Sub-Saharan Africa,8.12,29,1,,,,7.071069031,7.071069031,8.119186047,6.47,10,10,0,,10,0,10,0,8.4925,8.6275,9.52,8.819593023,9.8425,9.805,9.585,9.744166667,3.333333333,6.53875,9.77,10,9.885,9.885,9.885,8.695,10,,10,10,9.77,9.785,9.595,9.716666667,9.79,9.550416667,10,0,10,0,10,7.96,6.885,6.7575,9.903333333,6.6,7.621166667,10,,10,9.405291667,10,10,10,2.5,,,10,10,8.125,8.49,31,4.55,24.53,20-25,9.051771117,3.98,10,10.41,20-25,8,28,4,44,6,7.69,7.458354223,6.551571498,5.803603981,5.443462958,,7.425,6.058581633,8.917749766,5.551304022,1,6.535896265,9.396087304,3.019563481,9.586019551,1.034951122,9.8788,0.606,10,9.715226714,7.64,3.54,7.96,10.2,4.7368,13.158,6.778933333,5.111720562,6.655636226,5.883678394,10,8.800635934,9.230769231,0,6.010468388,7.168270029,10,7.308734644,10,9.102911548,3.9,4.658747912,6.65194114,8,5.066321217,1,4.879501711,4.534355402,6.444444444,9.575293158,6.4,9.270488893,7.982321236,7.367817189,7.116743483,7.6,30,100000
2020,Cambodia,South Asia,6.24,116,3,2.136463799,2.544423748,2.544085253,4.183017947,2.350910216,9.464110692,1.843459221,5,10,0,5,10,0,10,0,3.9725,4.6075,6.94,8.202055346,5.295,7.9725,7.215,6.8275,6.666666667,6.747083333,6.99,6.666666667,6.828333333,6.595,6.711666667,2.225,2.5,1.111111111,3.333333333,2.314814815,4.8325,5.9375,4.445,5.071666667,2.9325,3.13599537,10,0,4.019279808,4,7.009639904,2.7125,2.16,0.9875,6.06,1.583333333,2.700666667,2.5,1.111111111,3.333333333,3.330950203,10,10,10,7.5,,,7.5,10,8.75,5.6,122,9.65,7.19,5-10,9.098092643,3.81,8.785714286,19.25,5-10,10,20,10,20,10,7.8375,9.074261386,3.203227629,3.106295959,4.495233276,,1.978,1.824541681,7.547083618,3.726666768,1,3.697292704,7.822609063,10.88695469,9.264811644,1.837970889,9.412,2.94,10,9.124855177,8.88,1.68,7.92,10.4,6.672,8.32,7.824,5.655965805,3.995590112,4.825777959,10,10,5.384615385,0,5.128205128,6.944495772,,8.75991122,9,8.87995561,6.666666667,5.066937605,5.722296238,10,6.299740913,5,6.45927357,4.268086752,5.111111111,6.039274288,2.32,4.994570615,8.060786521,5.132304881,6.823844687,7.13,63,100000
2020,Cameroon,Sub-Saharan Africa,5.34,150,4,1.91453814,3.931188885,2.507929894,4.966576049,2.786897081,9.593023256,1.4,5,1.129889978,429,2.5,0,318,4.298395319,164,2.4975,6.3775,3.114755042,6.353889149,5.2625,8.925,8.525,7.570833333,3.333333333,5.452083333,9.075,6.666666667,7.870833333,7.1075,7.489166667,5.8925,0,3.333333333,3.333333333,2.222222222,7.4875,9.8275,5.385,7.566666667,3.5275,4.802222222,8.852054171,1,0,30,4.426027085,5.455,3.8575,4.4725,6.353333333,5.956666667,5.219,0,1.111111111,0,2.151227639,0,0,0,7.5,,,7.5,9.86,6.215,5.04,141,7.517647059,14.44,10-15,9.534059946,2.21,7.96,22.14,10-15,5,39,4,43,4.5,6.445,7.191341401,3.494777046,3.089573721,4.28823151,4.166666667,3.756666667,2.168525641,3.965817812,5.065714518,0.470588235,2.756982866,9.516306083,2.418469587,9.611390555,0.971523612,9.5124,2.438,0,7.160024159,7,4.5,6.36,18.2,6.2872,9.282,6.549066667,5.324153105,0,2.662076552,10,1.64345175,1.538461538,0,1.060637763,5.067945246,5,7.537238738,10,7.512412913,7.233333333,4.791756073,6.627141635,8,7.006901538,10,7.276522097,4.232288598,3.555555556,9.268449312,1.7775,8.832592875,3.005380284,5.111961104,6.633632038,5.76,144,100000
2020,Canada,North America,8.47,13,1,8.650973808,6.977067284,7.325326675,7.977688942,7.63118657,9.427325581,1.97,10,10,0,10,10,0,9.904279389,4,8.89,9.825,9.802754198,9.61503989,9.81,9.7075,9.395,9.6375,3.333333333,6.485416667,9.58,10,9.79,9.38,9.585,9.3925,10,,10,10,8.92,9.9075,9.685,9.504166667,9.185,9.520416667,10,0,10,0,10,9.38,8.55,9.665,9.893333333,8.25,9.147666667,10,,10,9.786916667,10,10,10,10,,,10,10,10,8.95,13,3.452941176,28.26,25-30,4.452316076,20.86,8.974285714,18.59,25-30,5,45-54,5,45-54,5,7.21,5.817908593,7.674500004,7.840004645,7.719439665,10,8.508083333,5.822512037,8.675300348,7.91977485,1,8.01995186,8.540905665,7.295471677,9.671303227,0.821741933,9.8566,0.717,10,9.517202223,9.8,0.3,9.22,3.9,2.5588,18.603,7.192933333,5.9360377,9.889941295,7.912989497,10,10,7.692307692,0,5.897435897,7.750839682,10,4.227737629,10,8.075912543,8.9,6.085203488,7.23874569,8,8.273212426,10,8.082860267,4.831348658,7.555555556,9.948823862,8.55,6.854548794,8.531578233,7.711975851,7.95691622,7.81,14,100000
2020,Central African Rep.,Sub-Saharan Africa,5.47,143,4,,,,4.187725724,4.187725724,4.156976744,20.1,10,3.522349303,57,0,0,116,0,106,3.8625,3.325,2.9585499,3.557763322,6.8125,6.32,6.9325,6.688333333,3.333333333,5.010833333,8.545,6.666666667,7.605833333,8.2375,7.921666667,5.21,0,5.555555556,3.333333333,2.962962963,7.07,9.77,7.9125,8.250833333,4.2825,5.176574074,0,3,10,0,5,7.2475,4.595,4.845,8.526666667,5.83,6.208833333,2.5,5.555555556,3.333333333,4.519544444,10,10,10,7.5,,,7.5,7.84,8.21,5.51,124,9.491176471,7.73,5-10,9.58009584,2.041048268,3.334285714,38.33,5-10,5,40,2,52,3.5,8.875,6.956111605,5.884343992,2.243792,3.919924631,,3.0845,0.508171469,4.966733578,,0.764705882,3.030509657,8.187364386,9.063178071,8.844854376,2.887864061,9.5392,2.304,0,6.64285469,6.286666667,5.57,6.4,18,6.184,9.54,6.290222222,3.2769684,2.277958437,2.777463419,10,1.64345175,1.538461538,0,1.060637763,5.032080851,5,10,10,8.333333333,0,,,6,7.006901538,0,3.251725385,,0.666666667,7.837762435,2.1275,7.30524329,4.585895316,4.504613542,5.363224087,5.4,155,100000
